,County_of_Origin,Period,GenderDescription,AgeClassDescription,Average_BusUsers_per_Day,Avg_BusUsers_Daily_to_Lisboa,Avg_BusUsers_Daily_to_Loures,Avg_BusUsers_Daily_to_Oeiras,Avg_BusUsers_Daily_to_Almada,Avg_BusUsers_Daily_to_Amadora,Avg_BusUsers_Daily_to_Odivelas,Avg_BusUsers_Daily_to_Porto,Avg_BusUsers_Daily_to_Matosinhos,Avg_BusUsers_Daily_to_Vila nova de gaia,Avg_BusUsers_Daily_to_Gondomar,Avg_BusUsers_Daily_to_Maia,Avg_BusUsers_Daily_to_Valongo,Avg_BusUsers_Daily_to_Paredes,Avg_BusUsers_Daily_to_Santo tirso
250,Montijo,Sep-20 to Jan-21,Male,25-34,130.896738,128.64335065533,1.8059822941859998,0.300800703924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,Montijo,Sep-20 to Jan-21,Male,35-44,229.47138700000002,225.52103707279505,3.166016726439,0.5273252473260001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,Montijo,Sep-20 to Jan-21,Male,45-54,550.7622809999999,541.280908332585,7.598867190956998,1.265651721738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,Montijo,Sep-20 to Jan-21,Male,55-64,135.07161000000002,132.74635223385005,1.86358300317,0.3103945597800001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,Montijo,Sep-20 to Jan-21,Male,65+,48.085260999999996,47.257473231885,0.6634323460169999,0.110499929778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,Odivelas,Sep-19 to Feb-20,Female,15-24,965.790017,933.631141013934,1.1483243302130002,7.22410932716,0.0,2.2280775692190002,21.418325207009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,Odivelas,Sep-19 to Feb-20,Female,25-34,461.72514900000004,446.35062498859804,0.5489912021610002,3.4537041145200003,0.0,1.0651999187430001,10.239678629373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Odivelas,Sep-19 to Feb-20,Female,35-44,653.928959,632.1544325232179,0.7775215322510001,4.891388613319999,0.0,1.508614108413,14.502182523742999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,Odivelas,Sep-19 to Feb-20,Female,45-54,1724.795552,1667.363309709504,2.0507819113280004,12.90147072896,0.0,3.979103338464,38.250790956704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,Odivelas,Sep-19 to Feb-20,Female,55-64,816.338215,789.1557851169299,0.9706261376350002,6.1062098482,0.0,1.883292262005,18.103932594055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,Odivelas,Sep-19 to Feb-20,Male,25-34,1405.963201,1359.147438333102,1.6716902459890002,10.51660474348,0.0,3.243557104707,31.180045908577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,Odivelas,Sep-19 to Feb-20,Male,35-44,1683.830909,1627.762707392118,2.0020749508010005,12.595055199319999,0.0,3.884597907063,37.342318068893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,Odivelas,Sep-19 to Feb-20,Male,45-54,2040.400332,1972.459081745064,2.426035994748,15.262194483359998,0.0,4.707203565924,45.249958162763996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,Odivelas,Sep-19 to Feb-20,Male,55-64,2031.494335,1963.84963663317,2.4154467643150004,15.1955776258,0.0,4.686657430845,45.052449867295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,Odivelas,Sep-19 to Feb-20,Male,65+,5441.109493999999,5259.931430068787,6.469479188366,40.69949901511999,0.0,12.552639602658,120.66748524843798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,Odivelas,Sep-20 to Jan-21,Female,15-24,68.708021,66.420181316742,0.08169383696900001,0.51393599708,0.0,0.158509404447,1.523737781717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,Odivelas,Sep-20 to Jan-21,Female,25-34,399.20480699999996,385.91208533651394,0.47465451552300003,2.9860519563599994,0.0,0.9209654897489999,8.853165004839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,Odivelas,Sep-20 to Jan-21,Female,35-44,248.894478,240.606789671556,0.29593553434200004,1.86173069544,0.0,0.574199560746,5.519732838605999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,Odivelas,Sep-20 to Jan-21,Female,45-54,1072.0387859999998,1036.3420385037718,1.274654116554,8.018850119279998,0.0,2.4731934793019996,23.774604157121995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,Odivelas,Sep-20 to Jan-21,Female,55-64,381.784371,369.071715014442,0.4539416171190001,2.85574709508,0.0,0.8807765438970001,8.466831995667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,Odivelas,Sep-20 to Jan-21,Male,15-24,1161.784715,1123.0996075599298,1.3813620261350001,8.6901496682,0.0,2.680237337505,25.764899624555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,Odivelas,Sep-20 to Jan-21,Male,25-34,562.4122639999999,543.6850604333279,0.668708181896,4.20684373472,0.0,1.297485093048,12.472616778727998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,Odivelas,Sep-20 to Jan-21,Male,35-44,856.1377980000001,827.630121602196,1.0179478418220003,6.403910729040001,0.0,1.9751098999860002,18.986567946246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,Odivelas,Sep-20 to Jan-21,Male,45-54,1795.937845,1736.13670663719,2.135370097705,13.4336150806,0.0,4.143228608415,39.828513588564995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,Odivelas,Sep-20 to Jan-21,Male,55-64,1203.607999,1163.530259849298,1.4310899108110002,9.00298783252,0.0,2.7767236536930002,26.692414593823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,Odivelas,Sep-20 to Jan-21,Male,65+,4068.7984340000003,3933.315583744668,4.837801338026001,30.43461228632,0.0,9.386717987238,90.233742870818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,Oeiras,Sep-19 to Feb-20,Female,15-24,2068.6851070000002,1787.9500571843514,3.280934579702,258.893872455943,0.0,16.435703175115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,Oeiras,Sep-19 to Feb-20,Female,25-34,21.863276000000003,18.896276403868004,0.034675155735999996,2.736167128124,0.0,0.17370372782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,Oeiras,Sep-19 to Feb-20,Female,35-44,335.828948,290.25460895376403,0.532624711528,42.028657013251994,0.0,2.6681609918599998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Oeiras,Sep-19 to Feb-20,Female,45-54,1184.322816,1023.6019196090882,1.8783359861759998,148.21681609958398,0.0,9.409444773119999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Oeiras,Sep-19 to Feb-20,Female,55-64,3560.659986,3077.4535012798983,5.647206737795999,445.61303658791394,0.0,28.28944358877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,Oeiras,Sep-19 to Feb-20,Female,65+,2264.585254,1957.2651829354222,3.5916322128439995,283.410579952846,0.0,17.99212984303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Oeiras,Sep-19 to Feb-20,Male,25-34,1126.0497289999998,973.236898426597,1.7859148701939995,140.92399753462095,0.0,8.946465096904998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,Oeiras,Sep-19 to Feb-20,Male,35-44,1341.769467,1159.6819579418311,2.128046374662,167.92110702558298,0.0,10.660358415314999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,Oeiras,Sep-19 to Feb-20,Male,45-54,695.774521,601.3530480786532,1.1034983903059998,87.07548552862899,0.0,5.527928569345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,Oeiras,Sep-19 to Feb-20,Male,55-64,1525.267809,1318.278290444037,2.4190747450739996,190.88574102854096,0.0,12.118252742504998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,Oeiras,Sep-19 to Feb-20,Male,65+,9574.868536,8275.49185158505,15.185741498095997,1198.2852224118637,0.0,76.07233051851999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,Oeiras,Sep-20 to Jan-21,Female,15-24,752.878878,650.707944103254,1.1940659005079999,94.22203870282199,0.0,5.981622685709999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,Oeiras,Sep-20 to Jan-21,Female,25-34,447.437221,386.71685804975306,0.7096354325059999,55.996320770928996,0.0,3.5548887208449997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,Oeiras,Sep-20 to Jan-21,Female,35-44,483.736599,418.09015635950703,0.7672062460139999,60.53915162825099,0.0,3.8432872790549997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,Oeiras,Sep-20 to Jan-21,Female,45-54,831.124275,718.3348930125751,1.3181631001499998,104.01437189197499,0.0,6.603282364875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,Oeiras,Sep-20 to Jan-21,Female,55-64,2724.852228,2355.0707066948044,4.321615633607999,341.01253148197196,0.0,21.648950951459998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,Oeiras,Sep-20 to Jan-21,Female,65+,4091.999075,3536.6861565289755,6.489910532949999,512.109592237175,0.0,32.510932650875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,Oeiras,Sep-20 to Jan-21,Male,15-24,711.0680980000001,614.5711796247141,1.127754003428,88.989461396602,0.0,5.64943603861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Oeiras,Sep-20 to Jan-21,Male,25-34,662.7352549999999,572.797441749715,1.0510981144299998,82.94065442799499,0.0,5.265431600974999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,Oeiras,Sep-20 to Jan-21,Male,35-44,1060.27417,916.38754321181,1.6815948336199995,132.69225210132998,0.0,8.423878280649998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,Oeiras,Sep-20 to Jan-21,Male,45-54,412.675608,356.672639265144,0.6545035142879999,51.645939665591996,0.0,3.2787077055599996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Oeiras,Sep-20 to Jan-21,Male,55-64,691.536551,597.6902002734431,1.096776969886,86.545107821099,0.0,5.494257897694999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Oeiras,Sep-20 to Jan-21,Male,65+,6687.302831,5779.789025713483,10.606062289965998,836.9092619968188,0.0,53.13062099229499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,Oliveira de azeméis,Sep-19 to Feb-20,Female,25-34,30.49873,29.628875721669996,0.03205416523,0.0,0.0,0.0,0.0,0.34448315535,0.44613542244,0.03574451155999999,0.0,0.0,0.0,0.0,0.0
300,Oliveira de azeméis,Sep-19 to Feb-20,Female,35-44,227.20500499999997,220.72489105239495,0.23879246025499998,0.0,0.0,0.0,0.0,2.566280531475,3.3235548131399995,0.2662842658599999,0.0,0.0,0.0,0.0,0.0
301,Oliveira de azeméis,Sep-19 to Feb-20,Male,15-24,2532.403842,2460.177152022318,2.6615564379420005,0.0,0.0,0.0,0.0,28.603501395390005,37.044003400776006,2.967977302824,0.0,0.0,0.0,0.0,0.0
302,Oliveira de azeméis,Sep-19 to Feb-20,Male,35-44,26.800140000000003,26.03577320706,0.028166947140000006,0.0,0.0,0.0,0.0,0.3027075813000001,0.39203244792,0.03140976408,0.0,0.0,0.0,0.0,0.0
303,Oliveira de azeméis,Sep-20 to Jan-21,Female,35-44,86.90637,84.42771342122998,0.09133859487,0.0,0.0,0.0,0.0,0.9816074491500001,1.27126638036,0.10185426563999998,0.0,0.0,0.0,0.0,0.0
304,Oliveira de azeméis,Sep-20 to Jan-21,Male,15-24,456.186621,443.17572238245896,0.47945213867100006,0.0,0.0,0.0,0.0,5.152627884195001,6.673097891988,0.534650719812,0.0,0.0,0.0,0.0,0.0
305,Oliveira de azeméis,Sep-20 to Jan-21,Male,25-34,89.039966,86.500457129714,0.09358100426600001,0.0,0.0,0.0,0.0,1.0057064159700002,1.3024766226480002,0.104354840152,0.0,0.0,0.0,0.0,0.0
306,Oliveira de azeméis,Sep-20 to Jan-21,Male,35-44,63.123920999999996,61.323563649158984,0.066343240971,0.0,0.0,0.0,0.0,0.712984687695,0.923376716388,0.07398123541199998,0.0,0.0,0.0,0.0,0.0
307,Palmela,Sep-19 to Feb-20,Female,25-34,28.561207,28.209589980623004,0.212609624908,0.05657975106699999,0.034073519951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,Palmela,Sep-19 to Feb-20,Female,35-44,78.45602,77.49014793778001,0.58402661288,0.15542137561999997,0.09359803186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,Palmela,Sep-19 to Feb-20,Female,45-54,698.5004610000001,689.9012218246291,5.199637431684001,1.3837294132409999,0.8333110499730001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,Palmela,Sep-19 to Feb-20,Female,55-64,978.140462,966.0985747723181,7.281277599128,1.9376962552219996,1.166921571166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,Palmela,Sep-19 to Feb-20,Female,65+,2484.0656440000002,2453.4843118567164,18.491384653936002,4.920934040764,2.9634903132920005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,Palmela,Sep-19 to Feb-20,Male,35-44,15.544175,15.352810661575,0.1157108387,0.030793010674999993,0.018544200775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,Palmela,Sep-19 to Feb-20,Male,45-54,170.105533,168.01136378323704,1.2662655876520001,0.33697906087299995,0.202935900869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,Palmela,Sep-19 to Feb-20,Male,55-64,17.659149,17.441747216661003,0.131454705156,0.034982774168999996,0.021067364757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,Palmela,Sep-20 to Jan-21,Female,15-24,88.725945,87.633639891105,0.66047593458,0.17576609704499996,0.105850052385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,Palmela,Sep-20 to Jan-21,Female,35-44,58.125919999999994,57.41033179888,0.43268934847999996,0.11514744751999997,0.06934422256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,Palmela,Sep-20 to Jan-21,Female,45-54,294.628607,291.00143421922303,2.193215350508,0.5836592704669998,0.351491928151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,Palmela,Sep-20 to Jan-21,Female,55-64,779.082536,769.4912508993041,5.799490397984,1.5433625038159997,0.929445465448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,Palmela,Sep-20 to Jan-21,Female,65+,1340.854459,1324.347199755251,9.981320592796,2.6562326832789993,1.599639369587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,Palmela,Sep-20 to Jan-21,Male,35-44,19.304863,19.067200831607003,0.143705400172,0.038242933603,0.023030701559000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,Palmela,Sep-20 to Jan-21,Male,45-54,80.862133,79.86663928063702,0.601937718052,0.16018788547299997,0.09646852466900001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,Paredes,Sep-19 to Feb-20,Female,35-44,381.711442,45.68933276163201,0.40575926284600006,0.0,0.0,2.764735974406,1.135209828508,94.225087746258,61.35133493833399,6.098221997392,45.593523189689996,59.60767707127799,59.460336454665985,2.800235138512,2.2868332490219996
323,Paredes,Sep-19 to Feb-20,Male,25-34,274.55562799999996,32.863210449088,0.291852632564,0.0,0.0,1.9886064136039998,0.8165284376719999,67.773782216172,44.128502421555986,4.386300712928,32.79429698645999,42.87433231285199,42.768353840443986,2.0141400870079997,1.6448627673479996
324,Paredes,Sep-19 to Feb-20,Male,35-44,99.506985,11.910588076560002,0.10577592505500001,0.0,0.0,0.720729092355,0.29593377339,24.563199740265002,15.993459178094998,1.5897235923600002,11.885611823325,15.538911270615,15.500501574404996,0.72998324196,0.596146347135
325,Paredes,Sep-20 to Jan-21,Female,25-34,240.28469900000002,28.761117331504007,0.2554226350370001,0.0,0.0,1.7403820748570002,0.714606694826,59.31403766345101,38.620238816173,3.8387883512240006,28.700805872055,37.522618311141,37.42986841732699,1.7627285518640001,1.439545631709
326,Paredes,Sep-20 to Jan-21,Female,35-44,224.706308,26.896446242368008,0.23886280540400004,0.0,0.0,1.6275477888440002,0.6682765599920001,55.468527423492006,36.116370765915995,3.5899079766080004,26.84004495906,35.089912350972,35.003175716083994,1.648445475488,1.346215491228
327,Paredes,Sep-20 to Jan-21,Male,35-44,60.632825,7.257506621200001,0.064452692975,0.0,0.0,0.43916355147499997,0.18032202155,14.967152218425,9.745332063774999,0.9686700122,7.242287782125,9.468361319175,9.444957048724998,0.44480240419999995,0.36325125457499996
328,Paredes,Sep-20 to Jan-21,Male,45-54,85.516088,10.235933669248002,0.09090360154400001,0.0,0.0,0.619393025384,0.254324845712,21.109560806712,13.744744275975998,1.366205021888,10.21446913116,13.354106785991998,13.321097576023996,0.6273460215679999,0.5123268832079999
329,Porto,Sep-19 to Feb-20,Female,15-24,341.998863,0.8078013144060001,0.0,0.0,0.0,0.0,0.0,303.991161359358,31.957741754171998,2.7770307675599986,0.7558174872299999,1.4333172348329999,0.0,0.0,0.0
330,Porto,Sep-19 to Feb-20,Female,25-34,987.6202470000001,2.3327590234140003,0.0,0.0,0.0,0.0,0.0,877.8620584699021,92.287186360668,8.019476405639997,2.1826407458699997,4.1391164551770006,0.0,0.0,0.0
331,Porto,Sep-19 to Feb-20,Female,35-44,891.1595570000001,2.1049188736340003,0.0,0.0,0.0,0.0,0.0,792.121430792362,83.27351364430801,7.236215602839998,1.96946262097,3.7348497033870007,0.0,0.0,0.0
332,Porto,Sep-19 to Feb-20,Female,45-54,3870.204082,9.141422041684002,0.0,0.0,0.0,0.0,0.0,3440.0928215510125,361.647350238408,31.42605714583999,8.55315102122,16.220025307662002,0.0,0.0,0.0
333,Porto,Sep-19 to Feb-20,Female,55-64,6762.320820999999,15.972601779202002,0.0,0.0,0.0,0.0,0.0,6010.797058878986,631.8983067975239,54.91004506651998,14.944729014409997,28.340886560811,0.0,0.0,0.0
334,Porto,Sep-19 to Feb-20,Female,65+,11774.918453,27.812357385986004,0.0,0.0,0.0,0.0,0.0,10466.324665644299,1100.295479922132,95.61233783835996,26.02256978113,49.348683236523,0.0,0.0,0.0
335,Porto,Sep-19 to Feb-20,Male,15-24,27.958507,0.06603799353400001,0.0,0.0,0.0,0.0,0.0,24.851366283062003,2.612554728108,0.22702307683999992,0.061788300469999995,0.11717410283700001,0.0,0.0,0.0
336,Porto,Sep-19 to Feb-20,Male,25-34,3898.766393,9.208886220266,0.0,0.0,0.0,0.0,0.0,3465.480888680338,364.316326827492,31.657983111159986,8.616273728529999,16.339729953063,0.0,0.0,0.0
337,Porto,Sep-19 to Feb-20,Male,35-44,1425.3012410000001,3.366561531242001,0.0,0.0,0.0,0.0,0.0,1266.9018128827063,133.185849164004,11.573446076919996,3.1499157426099997,5.973437501031001,0.0,0.0,0.0
338,Porto,Sep-19 to Feb-20,Male,45-54,3409.9676770000005,8.054343653074003,0.0,0.0,0.0,0.0,0.0,3031.0043291842826,318.64101960958806,27.688937537239994,7.536028566170001,14.291174534307004,0.0,0.0,0.0
339,Porto,Sep-19 to Feb-20,Male,55-64,897.575261,2.120072766482,0.0,0.0,0.0,0.0,0.0,797.824131944026,83.87302268888399,7.288311119319997,1.9836413268099997,3.7617379188510003,0.0,0.0,0.0
340,Porto,Sep-19 to Feb-20,Male,65+,13509.241837,31.908829218994004,0.0,0.0,0.0,0.0,0.0,12007.905754686843,1262.357594216628,109.69504371643995,29.855424459769996,56.617232538867,0.0,0.0,0.0
341,Porto,Sep-20 to Jan-21,Female,15-24,677.336777,1.5998694672740001,0.0,0.0,0.0,0.0,0.0,602.061631624882,63.293057789988,5.499974629239998,1.4969142771699997,2.838718432407,0.0,0.0,0.0
342,Porto,Sep-20 to Jan-21,Female,25-34,415.00416,0.9802398259200001,0.0,0.0,0.0,0.0,0.0,368.88308768256,38.77964872704,3.369833779199999,0.9171591935999999,1.7392824345600002,0.0,0.0,0.0
343,Porto,Sep-20 to Jan-21,Female,35-44,654.807128,1.5466544363360004,0.0,0.0,0.0,0.0,0.0,582.0357926368481,61.187797268832,5.3170338793599985,1.4471237528799998,2.7442966734480003,0.0,0.0,0.0
344,Porto,Sep-20 to Jan-21,Female,45-54,1198.805374,2.8315782933880005,0.0,0.0,0.0,0.0,0.0,1065.5773375658841,112.02116936805601,9.734299636879996,2.6493598765399997,5.024193322434001,0.0,0.0,0.0
345,Porto,Sep-20 to Jan-21,Female,55-64,2237.0540539999997,5.283921675548,0.0,0.0,0.0,0.0,0.0,1988.4412887627639,209.03927902197597,18.164878918479992,4.9438894593399985,9.375493540314,0.0,0.0,0.0
346,Porto,Sep-20 to Jan-21,Female,65+,7867.453847,18.582925986614004,0.0,0.0,0.0,0.0,0.0,6993.112231167502,735.1663572790679,63.88372523763997,17.387073001869997,32.972499072777,0.0,0.0,0.0
347,Porto,Sep-20 to Jan-21,Male,25-34,910.283068,2.1500886066160003,0.0,0.0,0.0,0.0,0.0,809.119669520888,85.060491006192,7.3914985121599965,2.01172558028,3.814996337988,0.0,0.0,0.0
348,Porto,Sep-20 to Jan-21,Male,35-44,857.3222289999999,2.024995104898,0.0,0.0,0.0,0.0,0.0,762.044580402314,80.11161836667598,6.961456499479996,1.8946821260899995,3.5930374617389997,0.0,0.0,0.0
349,Porto,Sep-20 to Jan-21,Male,45-54,1637.997776,3.8689507469120006,0.0,0.0,0.0,0.0,0.0,1455.960531162016,153.06106418054398,13.300541941119995,3.619975084959999,6.864848679216,0.0,0.0,0.0
350,Porto,Sep-20 to Jan-21,Male,55-64,283.036268,0.6685316650160001,0.0,0.0,0.0,0.0,0.0,251.58131539208802,26.448041026992,2.2982544961599993,0.62551015228,1.1862049991880002,0.0,0.0,0.0
351,Porto,Sep-20 to Jan-21,Male,65+,6940.273923000001,16.392927006126005,0.0,0.0,0.0,0.0,0.0,6168.9735208413185,648.526956460812,56.35502425475998,15.33800536983,29.086688011293006,0.0,0.0,0.0
352,Póvoa de varzim,Sep-19 to Feb-20,Female,35-44,176.362802,3.945764969145998,0.0,0.0,0.0,0.0,0.0,49.358833758541984,24.956218297009997,97.09654064109998,0.0,0.9733463042379998,0.0,0.0,0.0
353,Póvoa de varzim,Sep-19 to Feb-20,Female,45-54,388.604836,8.694255995827996,0.0,0.0,0.0,0.0,0.0,108.75922405615596,54.989527318179995,213.94639245979994,0.0,2.1447100898839997,0.0,0.0,0.0
354,Póvoa de varzim,Sep-19 to Feb-20,Male,25-34,154.871189,3.464933111496998,0.0,0.0,0.0,0.0,0.0,43.34395453661899,21.915047599444996,85.26433310394998,0.0,0.8547340920909998,0.0,0.0,0.0
355,Póvoa de varzim,Sep-19 to Feb-20,Male,35-44,1376.448442,30.795280992865983,0.0,0.0,0.0,0.0,0.0,385.22800191098185,194.77433678520998,757.8036897430998,0.0,7.596618951397999,0.0,0.0,0.0
356,Póvoa de varzim,Sep-20 to Jan-21,Female,25-34,11.574446,0.2589550803579999,0.0,0.0,0.0,0.0,0.0,3.239351776465999,1.6378419812299998,6.372311245299999,0.0,0.063879367474,0.0,0.0,0.0
357,Póvoa de varzim,Sep-20 to Jan-21,Female,35-44,181.69348100000002,4.065028250412999,0.0,0.0,0.0,0.0,0.0,50.85073622095099,25.710536028905,100.03134596454998,0.0,1.0027663216390001,0.0,0.0,0.0
358,Póvoa de varzim,Sep-20 to Jan-21,Female,45-54,104.82818,2.345320871139999,0.0,0.0,0.0,0.0,0.0,29.338367564779993,14.8337116109,57.71315449899999,0.0,0.57854672542,0.0,0.0,0.0
359,Póvoa de varzim,Sep-20 to Jan-21,Male,25-34,39.465245,0.8829559263849996,0.0,0.0,0.0,0.0,0.0,11.045177583394999,5.584529493725,21.727590634749998,0.0,0.217808687155,0.0,0.0,0.0
360,Póvoa de varzim,Sep-20 to Jan-21,Male,35-44,1042.1303369999998,23.315582029700987,0.0,0.0,0.0,0.0,0.0,291.66205954652685,147.46665333718497,573.7448570353498,0.0,5.751517329902999,0.0,0.0,0.0
361,Santa maria da feira,Sep-19 to Feb-20,Female,25-34,153.751464,7.452025957152,0.0,0.0,0.0,0.18450175679999997,0.0,123.20027934587999,5.711559384672,16.952943923568,0.0,0.192035578536,0.0,0.0,0.0
362,Santa maria da feira,Sep-19 to Feb-20,Female,35-44,860.110131,41.687817829308,0.0,0.0,0.0,1.0321321572,0.0,689.201947419645,31.951371146388002,94.83746326432201,0.0,1.0742775536190001,0.0,0.0,0.0
363,Santa maria da feira,Sep-19 to Feb-20,Female,45-54,67.578262,3.275383202616,0.0,0.0,0.0,0.08109391439999998,0.0,54.15012344928999,2.5103972767759997,7.451314324644001,0.0,0.084405249238,0.0,0.0,0.0
364,Santa maria da feira,Sep-19 to Feb-20,Male,15-24,290.768477,14.092966543236003,0.0,0.0,0.0,0.3489221724,0.0,232.99132677771502,10.801467383596,32.06071381097401,0.0,0.36316982777300005,0.0,0.0,0.0
365,Santa maria da feira,Sep-19 to Feb-20,Male,25-34,734.8977309999999,35.619023226108,0.0,0.0,0.0,0.8818772771999999,0.0,588.869877361645,27.299980911187998,81.031293615522,0.0,0.917887266019,0.0,0.0,0.0
366,Santa maria da feira,Sep-19 to Feb-20,Male,35-44,130.878587,6.343423354716001,0.0,0.0,0.0,0.1570543044,0.0,104.872357370165,4.861877749876,14.430934759794003,0.0,0.16346735516300004,0.0,0.0,0.0
367,Santa maria da feira,Sep-19 to Feb-20,Male,45-54,268.190888,12.998675959584,0.0,0.0,0.0,0.32182906559999996,0.0,214.90001759995997,9.962755107424,29.571263692656,0.0,0.334970419112,0.0,0.0,0.0
368,Santa maria da feira,Sep-20 to Jan-21,Female,15-24,105.28226699999999,5.102820916956,0.0,0.0,0.0,0.12633872039999997,0.0,84.362154135765,3.9110256545159996,11.608633323954,0.0,0.131497551483,0.0,0.0,0.0
369,Santa maria da feira,Sep-20 to Jan-21,Female,25-34,5.514983,0.267300196044,0.0,0.0,0.0,0.0066179796,0.0,4.4191283029849995,0.204870588484,0.608093055546,0.0,0.006888213767000001,0.0,0.0,0.0
370,Santa maria da feira,Sep-20 to Jan-21,Female,35-44,472.485425,22.900423578900003,0.0,0.0,0.0,0.56698251,0.0,378.600208625375,17.5518885679,52.09718793135001,0.0,0.5901342958250001,0.0,0.0,0.0
371,Santa maria da feira,Sep-20 to Jan-21,Female,45-54,55.05125,2.6682239850000005,0.0,0.0,0.0,0.0660615,0.0,44.11229136875,2.045043835,6.070060927500001,0.0,0.06875901125000002,0.0,0.0,0.0
372,Santa maria da feira,Sep-20 to Jan-21,Male,15-24,951.633743,46.123784255724004,0.0,0.0,0.0,1.1419604916,0.0,762.539360097185,35.351290284964,104.92903977066601,0.0,1.188590545007,0.0,0.0,0.0
