County_of_Origin,Period,GenderDescription,AgeClassDescription,Avg_BusUsers_Daily_County_of_Transportation,County_of_Transportation,County_of_Origin_Purchasing_Power_Per_Capita,County_of_Transportation_Purchasing_Power_Per_Capita,percent_dif_OD_PPPC
odivelas,Sep-20 to Jan-21,Male,35-44,1.9751098999999999,amadora,89.3,100.6,0.12653975363941766
odivelas,Sep-20 to Jan-21,Male,45-54,4.143228608,amadora,89.3,100.6,0.12653975363941766
odivelas,Sep-20 to Jan-21,Male,55-64,2.7767236539999995,amadora,89.3,100.6,0.12653975363941766
odivelas,Sep-20 to Jan-21,Male,65+,9.386717987,amadora,89.3,100.6,0.12653975363941766
oeiras,Sep-19 to Feb-20,Female,15-24,16.43570318,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-19 to Feb-20,Female,25-34,0.173703728,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-19 to Feb-20,Female,35-44,2.668160992,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-19 to Feb-20,Female,45-54,9.409444772999999,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-19 to Feb-20,Female,55-64,28.28944359,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-19 to Feb-20,Female,65+,17.99212984,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-19 to Feb-20,Male,25-34,8.946465097,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-19 to Feb-20,Male,35-44,10.66035842,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-19 to Feb-20,Male,45-54,5.527928569,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-19 to Feb-20,Male,55-64,12.11825274,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-19 to Feb-20,Male,65+,76.07233052,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-20 to Jan-21,Female,15-24,5.981622686000001,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-20 to Jan-21,Female,25-34,3.554888721,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-20 to Jan-21,Female,35-44,3.8432872789999997,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-20 to Jan-21,Female,45-54,6.603282365,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-20 to Jan-21,Female,55-64,21.64895095,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-20 to Jan-21,Female,65+,32.51093265,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-20 to Jan-21,Male,15-24,5.649436038999999,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-20 to Jan-21,Male,25-34,5.265431601,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-20 to Jan-21,Male,35-44,8.423878281,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-20 to Jan-21,Male,45-54,3.278707706,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-20 to Jan-21,Male,55-64,5.494257898,amadora,156.5,100.6,-0.35718849840255595
oeiras,Sep-20 to Jan-21,Male,65+,53.13062099,amadora,156.5,100.6,-0.35718849840255595
paredes,Sep-19 to Feb-20,Female,35-44,2.7647359739999997,amadora,79.8,100.6,0.2606516290726817
paredes,Sep-19 to Feb-20,Male,25-34,1.9886064140000002,amadora,79.8,100.6,0.2606516290726817
paredes,Sep-19 to Feb-20,Male,35-44,0.720729092,amadora,79.8,100.6,0.2606516290726817
paredes,Sep-20 to Jan-21,Female,25-34,1.740382075,amadora,79.8,100.6,0.2606516290726817
paredes,Sep-20 to Jan-21,Female,35-44,1.627547789,amadora,79.8,100.6,0.2606516290726817
paredes,Sep-20 to Jan-21,Male,35-44,0.43916355100000004,amadora,79.8,100.6,0.2606516290726817
paredes,Sep-20 to Jan-21,Male,45-54,0.619393025,amadora,79.8,100.6,0.2606516290726817
santa maria da feira,Sep-19 to Feb-20,Female,25-34,0.184501757,amadora,84.8,100.6,0.18632075471698112
santa maria da feira,Sep-19 to Feb-20,Female,35-44,1.032132157,amadora,84.8,100.6,0.18632075471698112
santa maria da feira,Sep-19 to Feb-20,Female,45-54,0.081093914,amadora,84.8,100.6,0.18632075471698112
santa maria da feira,Sep-19 to Feb-20,Male,15-24,0.34892217200000003,amadora,84.8,100.6,0.18632075471698112
santa maria da feira,Sep-19 to Feb-20,Male,25-34,0.8818772770000001,amadora,84.8,100.6,0.18632075471698112
santa maria da feira,Sep-19 to Feb-20,Male,35-44,0.157054304,amadora,84.8,100.6,0.18632075471698112
santa maria da feira,Sep-19 to Feb-20,Male,45-54,0.321829066,amadora,84.8,100.6,0.18632075471698112
santa maria da feira,Sep-20 to Jan-21,Female,15-24,0.12633872,amadora,84.8,100.6,0.18632075471698112
santa maria da feira,Sep-20 to Jan-21,Female,25-34,0.00661798,amadora,84.8,100.6,0.18632075471698112
santa maria da feira,Sep-20 to Jan-21,Female,35-44,0.56698251,amadora,84.8,100.6,0.18632075471698112
santa maria da feira,Sep-20 to Jan-21,Female,45-54,0.0660615,amadora,84.8,100.6,0.18632075471698112
santa maria da feira,Sep-20 to Jan-21,Male,15-24,1.141960492,amadora,84.8,100.6,0.18632075471698112
santa maria da feira,Sep-20 to Jan-21,Male,25-34,0.428058204,amadora,84.8,100.6,0.18632075471698112
santa maria da feira,Sep-20 to Jan-21,Male,35-44,0.11760719,amadora,84.8,100.6,0.18632075471698112
santa maria da feira,Sep-20 to Jan-21,Male,45-54,0.228538837,amadora,84.8,100.6,0.18632075471698112
santa maria da feira,Sep-20 to Jan-21,Male,55-64,0.07959012,amadora,84.8,100.6,0.18632075471698112
santo tirso,Sep-19 to Feb-20,Female,35-44,0.8150260970000001,amadora,85.8,100.6,0.17249417249417245
santo tirso,Sep-19 to Feb-20,Male,35-44,0.225774248,amadora,85.8,100.6,0.17249417249417245
santo tirso,Sep-19 to Feb-20,Male,55-64,0.812020073,amadora,85.8,100.6,0.17249417249417245
santo tirso,Sep-20 to Jan-21,Female,25-34,0.805337359,amadora,85.8,100.6,0.17249417249417245
santo tirso,Sep-20 to Jan-21,Female,35-44,0.564531373,amadora,85.8,100.6,0.17249417249417245
santo tirso,Sep-20 to Jan-21,Male,25-34,0.252991625,amadora,85.8,100.6,0.17249417249417245
setúbal,Sep-19 to Feb-20,Female,25-34,0.620862438,amadora,107.5,100.6,-0.06418604651162796
setúbal,Sep-19 to Feb-20,Female,35-44,0.196887898,amadora,107.5,100.6,-0.06418604651162796
setúbal,Sep-19 to Feb-20,Female,45-54,1.385779813,amadora,107.5,100.6,-0.06418604651162796
setúbal,Sep-19 to Feb-20,Female,65+,0.82919421,amadora,107.5,100.6,-0.06418604651162796
setúbal,Sep-19 to Feb-20,Male,25-34,0.582008961,amadora,107.5,100.6,-0.06418604651162796
setúbal,Sep-19 to Feb-20,Male,35-44,0.410138217,amadora,107.5,100.6,-0.06418604651162796
setúbal,Sep-19 to Feb-20,Male,45-54,0.547282287,amadora,107.5,100.6,-0.06418604651162796
setúbal,Sep-19 to Feb-20,Male,55-64,4.317647132,amadora,107.5,100.6,-0.06418604651162796
setúbal,Sep-20 to Jan-21,Female,15-24,1.03002135,amadora,107.5,100.6,-0.06418604651162796
setúbal,Sep-20 to Jan-21,Female,25-34,0.387558722,amadora,107.5,100.6,-0.06418604651162796
setúbal,Sep-20 to Jan-21,Female,35-44,0.097454426,amadora,107.5,100.6,-0.06418604651162796
setúbal,Sep-20 to Jan-21,Female,45-54,1.09860868,amadora,107.5,100.6,-0.06418604651162796
setúbal,Sep-20 to Jan-21,Female,65+,1.0171106859999999,amadora,107.5,100.6,-0.06418604651162796
setúbal,Sep-20 to Jan-21,Male,25-34,0.36263156,amadora,107.5,100.6,-0.06418604651162796
setúbal,Sep-20 to Jan-21,Male,35-44,0.18381399399999998,amadora,107.5,100.6,-0.06418604651162796
setúbal,Sep-20 to Jan-21,Male,45-54,0.420656075,amadora,107.5,100.6,-0.06418604651162796
setúbal,Sep-20 to Jan-21,Male,55-64,0.739838068,amadora,107.5,100.6,-0.06418604651162796
sintra,Sep-19 to Feb-20,Female,15-24,6.845868278999999,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-19 to Feb-20,Female,25-34,5.944224954,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-19 to Feb-20,Female,35-44,9.028257715,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-19 to Feb-20,Female,45-54,5.318477375,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-19 to Feb-20,Female,55-64,4.870593217,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-19 to Feb-20,Female,65+,2.8852409039999998,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-19 to Feb-20,Male,15-24,8.79061588,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-19 to Feb-20,Male,25-34,4.348231931,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-19 to Feb-20,Male,35-44,4.739227237,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-19 to Feb-20,Male,45-54,6.128090137999999,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-19 to Feb-20,Male,55-64,6.953356115,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-19 to Feb-20,Male,65+,3.139302732,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-20 to Jan-21,Female,15-24,5.027333361,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-20 to Jan-21,Female,25-34,1.719800204,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-20 to Jan-21,Female,35-44,4.155832661,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-20 to Jan-21,Female,45-54,3.0731596469999998,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-20 to Jan-21,Female,55-64,3.779838813,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-20 to Jan-21,Female,65+,3.30378005,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-20 to Jan-21,Male,15-24,2.5867285769999997,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-20 to Jan-21,Male,25-34,5.511852633999999,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-20 to Jan-21,Male,35-44,3.207999358,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-20 to Jan-21,Male,45-54,4.58602392,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-20 to Jan-21,Male,55-64,5.145958169,amadora,94.1,100.6,0.06907545164718384
sintra,Sep-20 to Jan-21,Male,65+,1.4202936469999998,amadora,94.1,100.6,0.06907545164718384
são joão da madeira,Sep-20 to Jan-21,Female,25-34,1.67764587,amadora,135.4,100.6,-0.25701624815361895
são joão da madeira,Sep-20 to Jan-21,Female,35-44,0.286963519,amadora,135.4,100.6,-0.25701624815361895
são joão da madeira,Sep-20 to Jan-21,Male,35-44,1.196606082,amadora,135.4,100.6,-0.25701624815361895
amadora,Sep-19 to Feb-20,Female,15-24,0.302431644,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-19 to Feb-20,Female,25-34,1.111939096,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-19 to Feb-20,Female,35-44,0.24244007899999998,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-19 to Feb-20,Female,45-54,0.86449796,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-19 to Feb-20,Female,55-64,1.250200239,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-19 to Feb-20,Male,15-24,1.180583008,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-19 to Feb-20,Male,25-34,0.433754505,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-19 to Feb-20,Male,35-44,0.14155314,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-19 to Feb-20,Male,45-54,0.63498857,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-19 to Feb-20,Male,55-64,0.891771407,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-19 to Feb-20,Male,65+,1.658011203,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-20 to Jan-21,Female,15-24,0.551013319,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-20 to Jan-21,Female,25-34,0.41949424799999996,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-20 to Jan-21,Female,35-44,0.491730633,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-20 to Jan-21,Female,45-54,0.587186212,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-20 to Jan-21,Female,55-64,0.761822393,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-20 to Jan-21,Female,65+,0.074472207,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-20 to Jan-21,Male,15-24,0.665170817,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-20 to Jan-21,Male,25-34,0.270535558,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-20 to Jan-21,Male,35-44,0.743821583,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-20 to Jan-21,Male,45-54,0.8163433259999999,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-20 to Jan-21,Male,55-64,0.676725345,odivelas,100.6,89.3,-0.11232604373757453
amadora,Sep-20 to Jan-21,Male,65+,1.123186097,odivelas,100.6,89.3,-0.11232604373757453
loures,Sep-19 to Feb-20,Female,15-24,5.330587116,odivelas,92.3,89.3,-0.032502708559046585
loures,Sep-19 to Feb-20,Female,25-34,1.824844919,odivelas,92.3,89.3,-0.032502708559046585
loures,Sep-19 to Feb-20,Female,35-44,1.7231777869999998,odivelas,92.3,89.3,-0.032502708559046585
loures,Sep-19 to Feb-20,Female,45-54,0.615884903,odivelas,92.3,89.3,-0.032502708559046585
loures,Sep-19 to Feb-20,Female,55-64,0.556692716,odivelas,92.3,89.3,-0.032502708559046585
loures,Sep-19 to Feb-20,Female,65+,0.310729488,odivelas,92.3,89.3,-0.032502708559046585
loures,Sep-19 to Feb-20,Male,15-24,0.243934592,odivelas,92.3,89.3,-0.032502708559046585
loures,Sep-19 to Feb-20,Male,25-34,0.24778230699999998,odivelas,92.3,89.3,-0.032502708559046585
loures,Sep-19 to Feb-20,Male,35-44,0.95396717,odivelas,92.3,89.3,-0.032502708559046585
loures,Sep-19 to Feb-20,Male,45-54,1.631256104,odivelas,92.3,89.3,-0.032502708559046585
loures,Sep-19 to Feb-20,Male,55-64,4.436376394,odivelas,92.3,89.3,-0.032502708559046585
loures,Sep-20 to Jan-21,Female,15-24,1.101459812,odivelas,92.3,89.3,-0.032502708559046585
loures,Sep-20 to Jan-21,Female,25-34,1.1611744929999999,odivelas,92.3,89.3,-0.032502708559046585
loures,Sep-20 to Jan-21,Female,35-44,0.768221633,odivelas,92.3,89.3,-0.032502708559046585
loures,Sep-20 to Jan-21,Female,45-54,0.710692352,odivelas,92.3,89.3,-0.032502708559046585
loures,Sep-20 to Jan-21,Female,55-64,2.093685237,odivelas,92.3,89.3,-0.032502708559046585
loures,Sep-20 to Jan-21,Female,65+,1.480830111,odivelas,92.3,89.3,-0.032502708559046585
loures,Sep-20 to Jan-21,Male,15-24,0.587337381,odivelas,92.3,89.3,-0.032502708559046585
loures,Sep-20 to Jan-21,Male,25-34,0.13003294699999998,odivelas,92.3,89.3,-0.032502708559046585
loures,Sep-20 to Jan-21,Male,35-44,0.6895585809999999,odivelas,92.3,89.3,-0.032502708559046585
loures,Sep-20 to Jan-21,Male,45-54,1.76356002,odivelas,92.3,89.3,-0.032502708559046585
loures,Sep-20 to Jan-21,Male,55-64,1.8974581019999999,odivelas,92.3,89.3,-0.032502708559046585
odivelas,Sep-19 to Feb-20,Female,15-24,21.41832521,odivelas,89.3,89.3,0.0
odivelas,Sep-19 to Feb-20,Female,25-34,10.23967863,odivelas,89.3,89.3,0.0
odivelas,Sep-19 to Feb-20,Female,35-44,14.50218252,odivelas,89.3,89.3,0.0
odivelas,Sep-19 to Feb-20,Female,45-54,38.25079096,odivelas,89.3,89.3,0.0
odivelas,Sep-19 to Feb-20,Female,55-64,18.10393259,odivelas,89.3,89.3,0.0
odivelas,Sep-19 to Feb-20,Male,25-34,31.18004591,odivelas,89.3,89.3,0.0
odivelas,Sep-19 to Feb-20,Male,35-44,37.34231807,odivelas,89.3,89.3,0.0
odivelas,Sep-19 to Feb-20,Male,45-54,45.24995816,odivelas,89.3,89.3,0.0
odivelas,Sep-19 to Feb-20,Male,55-64,45.05244987,odivelas,89.3,89.3,0.0
odivelas,Sep-19 to Feb-20,Male,65+,120.6674852,odivelas,89.3,89.3,0.0
odivelas,Sep-20 to Jan-21,Female,15-24,1.523737782,odivelas,89.3,89.3,0.0
odivelas,Sep-20 to Jan-21,Female,25-34,8.853165005,odivelas,89.3,89.3,0.0
odivelas,Sep-20 to Jan-21,Female,35-44,5.519732839,odivelas,89.3,89.3,0.0
odivelas,Sep-20 to Jan-21,Female,45-54,23.77460416,odivelas,89.3,89.3,0.0
odivelas,Sep-20 to Jan-21,Female,55-64,8.466831996,odivelas,89.3,89.3,0.0
odivelas,Sep-20 to Jan-21,Male,15-24,25.76489962,odivelas,89.3,89.3,0.0
odivelas,Sep-20 to Jan-21,Male,25-34,12.47261678,odivelas,89.3,89.3,0.0
odivelas,Sep-20 to Jan-21,Male,35-44,18.98656795,odivelas,89.3,89.3,0.0
odivelas,Sep-20 to Jan-21,Male,45-54,39.82851359,odivelas,89.3,89.3,0.0
odivelas,Sep-20 to Jan-21,Male,55-64,26.69241459,odivelas,89.3,89.3,0.0
odivelas,Sep-20 to Jan-21,Male,65+,90.23374287,odivelas,89.3,89.3,0.0
paredes,Sep-19 to Feb-20,Female,35-44,1.1352098290000001,odivelas,79.8,89.3,0.11904761904761905
paredes,Sep-19 to Feb-20,Male,25-34,0.816528438,odivelas,79.8,89.3,0.11904761904761905
paredes,Sep-19 to Feb-20,Male,35-44,0.295933773,odivelas,79.8,89.3,0.11904761904761905
paredes,Sep-20 to Jan-21,Female,25-34,0.714606695,odivelas,79.8,89.3,0.11904761904761905
paredes,Sep-20 to Jan-21,Female,35-44,0.66827656,odivelas,79.8,89.3,0.11904761904761905
paredes,Sep-20 to Jan-21,Male,35-44,0.180322022,odivelas,79.8,89.3,0.11904761904761905
paredes,Sep-20 to Jan-21,Male,45-54,0.254324846,odivelas,79.8,89.3,0.11904761904761905
são joão da madeira,Sep-20 to Jan-21,Female,25-34,0.03947402,odivelas,135.4,89.3,-0.3404726735598228
são joão da madeira,Sep-20 to Jan-21,Female,35-44,0.006752083000000001,odivelas,135.4,89.3,-0.3404726735598228
são joão da madeira,Sep-20 to Jan-21,Male,35-44,0.028155437000000002,odivelas,135.4,89.3,-0.3404726735598228
cascais,Sep-19 to Feb-20,Female,15-24,1.12701386,porto,122.1,157.8,0.2923832923832925
cascais,Sep-19 to Feb-20,Female,25-34,1.389746036,porto,122.1,157.8,0.2923832923832925
cascais,Sep-19 to Feb-20,Female,35-44,1.234418559,porto,122.1,157.8,0.2923832923832925
cascais,Sep-19 to Feb-20,Female,45-54,1.466853136,porto,122.1,157.8,0.2923832923832925
cascais,Sep-19 to Feb-20,Female,55-64,1.143689164,porto,122.1,157.8,0.2923832923832925
cascais,Sep-19 to Feb-20,Female,65+,3.05020897,porto,122.1,157.8,0.2923832923832925
cascais,Sep-19 to Feb-20,Male,15-24,6.876717496,porto,122.1,157.8,0.2923832923832925
cascais,Sep-19 to Feb-20,Male,25-34,0.45101843399999997,porto,122.1,157.8,0.2923832923832925
cascais,Sep-19 to Feb-20,Male,35-44,0.6642237520000001,porto,122.1,157.8,0.2923832923832925
cascais,Sep-19 to Feb-20,Male,45-54,1.04450099,porto,122.1,157.8,0.2923832923832925
cascais,Sep-19 to Feb-20,Male,55-64,1.243610488,porto,122.1,157.8,0.2923832923832925
cascais,Sep-20 to Jan-21,Female,15-24,0.533701085,porto,122.1,157.8,0.2923832923832925
cascais,Sep-20 to Jan-21,Female,25-34,0.750485669,porto,122.1,157.8,0.2923832923832925
cascais,Sep-20 to Jan-21,Female,35-44,0.6823340459999999,porto,122.1,157.8,0.2923832923832925
cascais,Sep-20 to Jan-21,Female,45-54,1.013661313,porto,122.1,157.8,0.2923832923832925
cascais,Sep-20 to Jan-21,Female,55-64,0.522748078,porto,122.1,157.8,0.2923832923832925
cascais,Sep-20 to Jan-21,Female,65+,1.9789744519999999,porto,122.1,157.8,0.2923832923832925
cascais,Sep-20 to Jan-21,Male,15-24,1.89515532,porto,122.1,157.8,0.2923832923832925
cascais,Sep-20 to Jan-21,Male,25-34,0.675622207,porto,122.1,157.8,0.2923832923832925
cascais,Sep-20 to Jan-21,Male,35-44,0.38099434200000004,porto,122.1,157.8,0.2923832923832925
cascais,Sep-20 to Jan-21,Male,45-54,0.865950494,porto,122.1,157.8,0.2923832923832925
cascais,Sep-20 to Jan-21,Male,55-64,0.737330684,porto,122.1,157.8,0.2923832923832925
cascais,Sep-20 to Jan-21,Male,65+,0.08309133099999999,porto,122.1,157.8,0.2923832923832925
espinho,Sep-19 to Feb-20,Female,25-34,241.6248963,porto,103.0,157.8,0.5320388349514564
espinho,Sep-19 to Feb-20,Female,35-44,96.01348267,porto,103.0,157.8,0.5320388349514564
espinho,Sep-19 to Feb-20,Male,25-34,277.4771066,porto,103.0,157.8,0.5320388349514564
espinho,Sep-20 to Jan-21,Female,25-34,89.23168359,porto,103.0,157.8,0.5320388349514564
espinho,Sep-20 to Jan-21,Female,35-44,64.62659704,porto,103.0,157.8,0.5320388349514564
espinho,Sep-20 to Jan-21,Female,55-64,38.81894295,porto,103.0,157.8,0.5320388349514564
espinho,Sep-20 to Jan-21,Male,25-34,169.23894199999998,porto,103.0,157.8,0.5320388349514564
gondomar,Sep-19 to Feb-20,Female,15-24,369.78605,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-19 to Feb-20,Female,25-34,222.00727169999996,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-19 to Feb-20,Female,35-44,547.5037652000001,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-19 to Feb-20,Female,45-54,538.1284579,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-19 to Feb-20,Female,65+,43208.58196,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-19 to Feb-20,Male,15-24,31.83009233,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-19 to Feb-20,Male,25-34,570.0282437999999,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-19 to Feb-20,Male,35-44,221.04458870000002,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-19 to Feb-20,Male,45-54,1001.2224970000001,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-19 to Feb-20,Male,55-64,2301.09134,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-19 to Feb-20,Male,65+,5134.112615999999,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-20 to Jan-21,Female,15-24,409.898921,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-20 to Jan-21,Female,25-34,142.3391655,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-20 to Jan-21,Female,35-44,276.6429584,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-20 to Jan-21,Female,45-54,427.3326464,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-20 to Jan-21,Female,55-64,14.26944855,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-20 to Jan-21,Female,65+,22227.92226,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-20 to Jan-21,Male,15-24,81.82364125,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-20 to Jan-21,Male,25-34,392.2764648,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-20 to Jan-21,Male,35-44,105.8949844,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-20 to Jan-21,Male,45-54,383.25393280000003,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-20 to Jan-21,Male,55-64,1458.623283,porto,84.1,157.8,0.8763376932223546
gondomar,Sep-20 to Jan-21,Male,65+,2264.247014,porto,84.1,157.8,0.8763376932223546
lisboa,Sep-19 to Feb-20,Female,15-24,6.000339806,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-19 to Feb-20,Female,25-34,3.443872757,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-19 to Feb-20,Female,35-44,2.336646232,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-19 to Feb-20,Female,45-54,2.7859860210000003,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-19 to Feb-20,Female,55-64,5.508529262000001,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-19 to Feb-20,Female,65+,11.33819257,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-19 to Feb-20,Male,15-24,7.005594013,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-19 to Feb-20,Male,25-34,6.680032327999999,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-19 to Feb-20,Male,35-44,2.950779644,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-19 to Feb-20,Male,45-54,2.3834074469999997,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-19 to Feb-20,Male,55-64,3.923858647,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-19 to Feb-20,Male,65+,9.419136252000001,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-20 to Jan-21,Female,15-24,1.5316886269999999,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-20 to Jan-21,Female,25-34,1.683662971,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-20 to Jan-21,Female,35-44,1.162291308,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-20 to Jan-21,Female,45-54,1.79258834,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-20 to Jan-21,Female,55-64,2.723281253,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-20 to Jan-21,Female,65+,11.95664135,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-20 to Jan-21,Male,15-24,3.6141719080000003,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-20 to Jan-21,Male,25-34,2.037011692,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-20 to Jan-21,Male,35-44,2.455684667,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-20 to Jan-21,Male,45-54,2.029875679,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-20 to Jan-21,Male,55-64,2.332871849,porto,219.6,157.8,-0.28142076502732233
lisboa,Sep-20 to Jan-21,Male,65+,7.299719845,porto,219.6,157.8,-0.28142076502732233
maia,Sep-19 to Feb-20,Female,15-24,313.565731,porto,110.7,157.8,0.42547425474254746
maia,Sep-19 to Feb-20,Female,25-34,1398.176315,porto,110.7,157.8,0.42547425474254746
maia,Sep-19 to Feb-20,Female,35-44,160.0484388,porto,110.7,157.8,0.42547425474254746
maia,Sep-19 to Feb-20,Female,45-54,535.7414576,porto,110.7,157.8,0.42547425474254746
maia,Sep-19 to Feb-20,Female,55-64,32.67802373,porto,110.7,157.8,0.42547425474254746
maia,Sep-19 to Feb-20,Female,65+,934.9127702,porto,110.7,157.8,0.42547425474254746
maia,Sep-19 to Feb-20,Male,15-24,371.7571517,porto,110.7,157.8,0.42547425474254746
maia,Sep-19 to Feb-20,Male,35-44,664.9945824,porto,110.7,157.8,0.42547425474254746
maia,Sep-19 to Feb-20,Male,45-54,401.8540226,porto,110.7,157.8,0.42547425474254746
maia,Sep-19 to Feb-20,Male,55-64,1557.634906,porto,110.7,157.8,0.42547425474254746
maia,Sep-19 to Feb-20,Male,65+,25467.3787,porto,110.7,157.8,0.42547425474254746
maia,Sep-20 to Jan-21,Female,15-24,301.5667131,porto,110.7,157.8,0.42547425474254746
maia,Sep-20 to Jan-21,Female,25-34,421.40034010000005,porto,110.7,157.8,0.42547425474254746
